"","neuron_ID","animal_ID","treatment","sex","position","channels","cell_desc","assignment","cell_type","stim_type","stim_code","stim_amp","idc_amp","recovery_time","exp_phase","is_good_assign","WOI1","WOI2","spikes_count_pre","spikes_count_post","trials_count","spikes_std_pre","spikes_std_post","recording_time","template_time","delta_t","spikes_pre","spikes_post","max_bin_time","max_bin_count","max_bin_time_template","max_bin_count_template","bins","recording_filenames","recording_files_num","template_filenames","template_files_num","net_response","log_spikes_count_post","log_spikes_count_pre","t_test","evoked","polarity"
"11885","CFA10_3_[24 25 9]-10_tactile2","CFA10","CFA","F",3,"[24, 25, 9]","tactile2",10,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",1,69,50,0.14142135623731,1.06694299141931,61078,61078,0,"Any[-32.166666666666664]","Any[18.3, 18.933333333333334, 20.3, 22.066666666666666, 20.633333333333333, 23.066666666666666, 26.0, 26.266666666666666, 19.9, 37.8, 13.666666666666666, 17.966666666666665, 21.866666666666667, 17.633333333333333, 12.666666666666666, 23.7, 15.033333333333333, 19.833333333333332, 13.333333333333334, 8.1, 19.6, 7.533333333333333, 33.53333333333333, 11.9, 13.466666666666667, 16.0, 18.5, 29.9, 13.766666666666667, 21.633333333333333, 25.2, 25.5, 12.233333333333333, 18.633333333333333, 18.533333333333335, 23.4, 30.066666666666666, 16.766666666666666, 29.4, 30.733333333333334, 29.366666666666667, 19.066666666666666, 24.766666666666666, 32.36666666666667, 35.666666666666664, 18.1, 19.733333333333334, 18.633333333333333, 19.8, 27.133333333333333, 38.93333333333333, 13.4, 17.366666666666667, 15.233333333333333, 23.966666666666665, 17.4, 25.8, 22.533333333333335, 26.2, 35.2, 20.9, 17.166666666666668, 21.133333333333333, 8.266666666666667, 13.633333333333333, 20.533333333333335, 18.033333333333335, 27.566666666666666, 33.233333333333334]",18,8,0,0,"0:1:50","[""cfa10_220708_165758.rhs"", ""cfa10_220708_165814.rhs"", ""cfa10_220708_165830.rhs"", ""cfa10_220708_165846.rhs"", ""cfa10_220708_165902.rhs""]","[11, 12, 13, 14, 15]","[""cfa10_220708_165758.rhs"", ""cfa10_220708_165814.rhs"", ""cfa10_220708_165830.rhs"", ""cfa10_220708_165846.rhs"", ""cfa10_220708_165902.rhs""]","[11, 12, 13, 14, 15]",68,1.84509804001426,0.301029995663981,7.48630708181796e-93,TRUE,"Control"
"11886","CFA10_3_[24 25 9]-11_tactile2","CFA10","CFA","F",3,"[24, 25, 9]","tactile2",11,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",52,75,50,0.637597531554897,1.14731274315779,61078,61078,0,"Any[-32.733333333333334, -11.033333333333333, -16.766666666666666, -16.066666666666666, -35.96666666666667, -6.166666666666667, -25.933333333333334, -9.8, -42.56666666666667, -5.866666666666666, -44.166666666666664, -18.1, -25.2, -45.4, -26.066666666666666, -12.6, -32.7, -29.966666666666665, -36.3, -15.633333333333333, -35.86666666666667, -13.9, -13.733333333333333, -39.06666666666667, -6.1, -3.933333333333333, -31.566666666666666, -5.266666666666667, -29.7, -32.3, -49.0, -21.066666666666666, -22.366666666666667, -33.36666666666667, -25.7, -42.766666666666666, -33.1, -5.033333333333333, -22.433333333333334, -40.56666666666667, -17.433333333333334, -44.43333333333333, -22.266666666666666, -44.266666666666666, -10.2, -48.233333333333334, -20.466666666666665, -32.5, -28.3, -11.0, -32.233333333333334, -29.466666666666665]","Any[5.266666666666667, 36.4, 35.96666666666667, 8.6, 26.166666666666668, 35.86666666666667, 9.533333333333333, 33.96666666666667, 27.033333333333335, 47.36666666666667, 10.666666666666666, 16.366666666666667, 28.7, 19.366666666666667, 45.43333333333333, 37.0, 41.8, 25.533333333333335, 33.03333333333333, 8.033333333333333, 17.433333333333334, 34.233333333333334, 6.333333333333333, 27.933333333333334, 40.36666666666667, 37.666666666666664, 8.666666666666666, 8.233333333333333, 22.166666666666668, 47.5, 4.066666666666666, 13.4, 24.566666666666666, 33.06666666666667, 33.7, 39.86666666666667, 25.366666666666667, 17.133333333333333, 23.066666666666666, 43.9, 44.43333333333333, 21.5, 23.133333333333333, 34.46666666666667, 45.86666666666667, 27.833333333333332, 36.86666666666667, 3.2333333333333334, 41.13333333333333, 18.166666666666668, 30.566666666666666, 3.933333333333333, 32.766666666666666, 45.1, 20.933333333333334, 35.733333333333334, 8.466666666666667, 16.433333333333334, 21.933333333333334, 48.733333333333334, 5.6, 26.633333333333333, 24.833333333333332, 49.2, 6.6, 31.533333333333335, 12.166666666666666, 18.333333333333332, 20.166666666666668, 49.06666666666667, 19.733333333333334, 38.833333333333336, 12.866666666666667, 19.6, 47.9]",8,5,0,0,"0:1:50","[""cfa10_220708_165758.rhs"", ""cfa10_220708_165814.rhs"", ""cfa10_220708_165830.rhs"", ""cfa10_220708_165846.rhs"", ""cfa10_220708_165902.rhs""]","[11, 12, 13, 14, 15]","[""cfa10_220708_165758.rhs"", ""cfa10_220708_165814.rhs"", ""cfa10_220708_165830.rhs"", ""cfa10_220708_165846.rhs"", ""cfa10_220708_165902.rhs""]","[11, 12, 13, 14, 15]",23,1.88081359228079,1.72427586960079,4.82315996085694e-90,TRUE,"Control"
"11888","CFA10_3_[24 25 9]-13_tactile2","CFA10","CFA","F",3,"[24, 25, 9]","tactile2",13,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",5,51,50,0.303045763365663,0.979170827896788,61078,61078,0,"Any[-15.8, -25.033333333333335, -39.46666666666667, -32.36666666666667, -39.166666666666664]","Any[21.733333333333334, 16.666666666666668, 18.8, 20.7, 18.333333333333332, 30.966666666666665, 19.633333333333333, 39.9, 3.4, 29.666666666666668, 24.566666666666666, 12.533333333333333, 23.3, 26.7, 12.833333333333334, 18.2, 13.166666666666666, 29.866666666666667, 18.9, 11.533333333333333, 21.233333333333334, 13.233333333333333, 19.766666666666666, 21.733333333333334, 8.6, 19.633333333333333, 24.166666666666668, 17.5, 26.1, 18.0, 18.233333333333334, 17.966666666666665, 25.233333333333334, 19.8, 21.866666666666667, 38.86666666666667, 19.366666666666667, 16.666666666666668, 19.566666666666666, 33.43333333333333, 26.366666666666667, 14.333333333333334, 32.833333333333336, 46.13333333333333, 15.233333333333333, 21.733333333333334, 24.133333333333333, 30.133333333333333, 16.833333333333332, 15.133333333333333, 23.9]",19,6,0,0,"0:1:50","[""cfa10_220708_165758.rhs"", ""cfa10_220708_165814.rhs"", ""cfa10_220708_165830.rhs"", ""cfa10_220708_165846.rhs"", ""cfa10_220708_165902.rhs""]","[11, 12, 13, 14, 15]","[""cfa10_220708_165758.rhs"", ""cfa10_220708_165814.rhs"", ""cfa10_220708_165830.rhs"", ""cfa10_220708_165846.rhs"", ""cfa10_220708_165902.rhs""]","[11, 12, 13, 14, 15]",46,1.7160033436348,0.778151250383644,4.34783503016325e-96,TRUE,"Control"
"11889","CFA10_3_[24 25 9]-14_tactile2","CFA10","CFA","F",3,"[24, 25, 9]","tactile2",14,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",1,28,50,0.14142135623731,0.760236268322861,61078,61078,0,"Any[-38.2]","Any[17.3, 19.566666666666666, 24.7, 17.0, 18.733333333333334, 22.133333333333333, 13.9, 15.4, 24.3, 12.1, 11.933333333333334, 12.9, 12.4, 11.9, 13.866666666666667, 18.966666666666665, 16.966666666666665, 12.566666666666666, 17.9, 18.2, 23.066666666666666, 7.166666666666667, 12.666666666666666, 17.133333333333333, 22.066666666666666, 14.766666666666667, 12.6, 17.8]",12,6,0,0,"0:1:50","[""cfa10_220708_165758.rhs"", ""cfa10_220708_165814.rhs"", ""cfa10_220708_165830.rhs"", ""cfa10_220708_165846.rhs"", ""cfa10_220708_165902.rhs""]","[11, 12, 13, 14, 15]","[""cfa10_220708_165758.rhs"", ""cfa10_220708_165814.rhs"", ""cfa10_220708_165830.rhs"", ""cfa10_220708_165846.rhs"", ""cfa10_220708_165902.rhs""]","[11, 12, 13, 14, 15]",27,1.46239799789896,0.301029995663981,5.32500356151672e-82,TRUE,"Control"
"11891","CFA10_3_[24 25 9]-16_tactile2","CFA10","CFA","F",3,"[24, 25, 9]","tactile2",16,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",0,29,50,0,0.78480466827545,61078,61078,0,"Any[]","Any[15.366666666666667, 20.533333333333335, 16.766666666666666, 26.033333333333335, 17.733333333333334, 18.6, 16.133333333333333, 19.633333333333333, 13.1, 17.8, 16.7, 20.466666666666665, 17.866666666666667, 23.366666666666667, 20.4, 18.2, 13.4, 14.066666666666666, 14.3, 18.4, 23.0, 15.966666666666667, 18.0, 20.5, 24.066666666666666, 17.333333333333332, 20.1, 17.766666666666666, 20.333333333333332]",17,6,0,0,"0:1:50","[""cfa10_220708_165758.rhs"", ""cfa10_220708_165814.rhs"", ""cfa10_220708_165830.rhs"", ""cfa10_220708_165846.rhs"", ""cfa10_220708_165902.rhs""]","[11, 12, 13, 14, 15]","[""cfa10_220708_165758.rhs"", ""cfa10_220708_165814.rhs"", ""cfa10_220708_165830.rhs"", ""cfa10_220708_165846.rhs"", ""cfa10_220708_165902.rhs""]","[11, 12, 13, 14, 15]",29,1.47712125471966,0,1.04230881549478e-78,TRUE,"Control"
"13553","CFA13_1_[3 15 4]-2_tactile1","CFA13","CFA","F",1,"[3, 15, 4]","tactile1",2,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",4,79,50,0.27404751561787,1.2950455038889,63782,63782,0,"Any[-23.466666666666665, -22.533333333333335, -48.3, -6.666666666666667]","Any[10.733333333333333, 22.066666666666666, 27.6, 35.56666666666667, 3.2, 8.566666666666666, 15.466666666666667, 25.833333333333332, 11.366666666666667, 12.333333333333334, 15.0, 17.5, 34.53333333333333, 8.833333333333334, 14.233333333333333, 16.066666666666666, 7.8, 8.933333333333334, 10.8, 17.866666666666667, 21.8, 23.6, 8.966666666666667, 16.166666666666668, 25.566666666666666, 10.833333333333334, 23.066666666666666, 24.7, 7.7, 9.166666666666666, 11.866666666666667, 22.366666666666667, 10.7, 16.166666666666668, 14.4, 28.466666666666665, 7.933333333333334, 12.966666666666667, 15.433333333333334, 8.866666666666667, 17.266666666666666, 45.766666666666666, 7.733333333333333, 48.86666666666667, 10.866666666666667, 23.266666666666666, 7.9, 11.1, 14.866666666666667, 10.266666666666667, 20.866666666666667, 41.46666666666667, 7.8, 16.666666666666668, 11.366666666666667, 8.9, 29.066666666666666, 11.333333333333334, 13.133333333333333, 17.0, 19.166666666666668, 21.133333333333333, 10.533333333333333, 26.466666666666665, 8.966666666666667, 10.9, 12.666666666666666, 14.0, 10.766666666666667, 23.233333333333334, 16.0, 17.833333333333332, 8.933333333333334, 10.333333333333334, 13.933333333333334, 8.066666666666666, 12.233333333333333, 11.966666666666667, 22.166666666666668]",10,10,0,0,"0:1:50","[""cfa13_220725_174302.rhs"", ""cfa13_220725_174318.rhs"", ""cfa13_220725_174334.rhs"", ""cfa13_220725_174350.rhs"", ""cfa13_220725_174406.rhs""]","[1, 2, 3, 4, 5]","[""cfa13_220725_174302.rhs"", ""cfa13_220725_174318.rhs"", ""cfa13_220725_174334.rhs"", ""cfa13_220725_174350.rhs"", ""cfa13_220725_174406.rhs""]","[1, 2, 3, 4, 5]",75,1.90308998699194,0.698970004336019,1.59217654173803e-94,TRUE,"Control"
"13554","CFA13_1_[3 15 4]-3_tactile1","CFA13","CFA","F",1,"[3, 15, 4]","tactile1",3,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",9,69,50,0.437525509460387,0.966584561373558,63782,63782,0,"Any[-34.9, -15.5, -46.6, -17.4, -7.066666666666666, -12.566666666666666, -26.133333333333333, -12.766666666666667, -22.166666666666668]","Any[16.266666666666666, 14.066666666666666, 28.133333333333333, 46.9, 18.7, 13.3, 18.833333333333332, 37.733333333333334, 21.3, 4.3, 13.633333333333333, 19.533333333333335, 25.1, 37.93333333333333, 9.166666666666666, 19.166666666666668, 7.7, 14.766666666666667, 18.166666666666668, 21.266666666666666, 8.633333333333333, 7.7, 12.566666666666666, 13.933333333333334, 19.433333333333334, 18.2, 10.833333333333334, 15.733333333333333, 18.8, 10.433333333333334, 29.633333333333333, 14.133333333333333, 41.666666666666664, 31.866666666666667, 12.233333333333333, 14.333333333333334, 21.2, 18.233333333333334, 13.833333333333334, 31.666666666666668, 8.933333333333334, 20.666666666666668, 29.7, 13.7, 24.2, 10.5, 18.933333333333334, 30.666666666666668, 15.2, 8.933333333333334, 24.7, 14.3, 42.8, 19.466666666666665, 20.233333333333334, 16.366666666666667, 9.0, 14.0, 40.96666666666667, 10.433333333333334, 11.0, 25.533333333333335, 15.7, 8.833333333333334, 48.46666666666667, 16.5, 14.0, 18.666666666666668, 14.8]",18,8,0,0,"0:1:50","[""cfa13_220725_174302.rhs"", ""cfa13_220725_174318.rhs"", ""cfa13_220725_174334.rhs"", ""cfa13_220725_174350.rhs"", ""cfa13_220725_174406.rhs""]","[1, 2, 3, 4, 5]","[""cfa13_220725_174302.rhs"", ""cfa13_220725_174318.rhs"", ""cfa13_220725_174334.rhs"", ""cfa13_220725_174350.rhs"", ""cfa13_220725_174406.rhs""]","[1, 2, 3, 4, 5]",60,1.84509804001426,1,9.00438233517974e-117,TRUE,"Control"
"13555","CFA13_1_[3 15 4]-4_tactile1","CFA13","CFA","F",1,"[3, 15, 4]","tactile1",4,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",31,49,50,1.48310209922807,1.26958132259965,63782,63782,0,"Any[-48.36666666666667, -41.166666666666664, -4.433333333333334, -48.8, -45.4, -31.166666666666668, -21.766666666666666, -17.366666666666667, -8.866666666666667, -5.6, -2.433333333333333, -42.43333333333333, -26.6, -10.9, -7.566666666666666, -25.033333333333335, -39.266666666666666, -10.966666666666667, -43.2, -13.7, -24.733333333333334, -19.166666666666668, -47.166666666666664, -34.46666666666667, -28.366666666666667, -9.733333333333333, -3.7333333333333334, -9.166666666666666, -32.6, -26.766666666666666, -49.13333333333333]","Any[10.533333333333333, 7.5, 22.3, 13.433333333333334, 37.5, 41.06666666666667, 44.333333333333336, 7.133333333333334, 11.8, 18.166666666666668, 45.53333333333333, 14.2, 14.266666666666667, 10.1, 15.733333333333333, 13.066666666666666, 34.833333333333336, 13.833333333333334, 16.666666666666668, 39.46666666666667, 11.733333333333333, 48.266666666666666, 31.6, 3.6666666666666665, 6.0, 20.133333333333333, 26.966666666666665, 19.466666666666665, 28.633333333333333, 33.43333333333333, 39.766666666666666, 43.766666666666666, 3.7, 12.433333333333334, 8.433333333333334, 17.4, 26.766666666666666, 7.7, 28.533333333333335, 5.766666666666667, 21.3, 13.3, 26.533333333333335, 11.0, 21.9, 25.033333333333335, 30.233333333333334, 16.966666666666665, 13.3]",13,5,0,0,"0:1:50","[""cfa13_220725_174302.rhs"", ""cfa13_220725_174318.rhs"", ""cfa13_220725_174334.rhs"", ""cfa13_220725_174350.rhs"", ""cfa13_220725_174406.rhs""]","[1, 2, 3, 4, 5]","[""cfa13_220725_174302.rhs"", ""cfa13_220725_174318.rhs"", ""cfa13_220725_174334.rhs"", ""cfa13_220725_174350.rhs"", ""cfa13_220725_174406.rhs""]","[1, 2, 3, 4, 5]",18,1.69897000433602,1.50514997831991,4.01917063061492e-81,TRUE,"Control"
"13556","CFA13_1_[3 15 4]-5_tactile1","CFA13","CFA","F",1,"[3, 15, 4]","tactile1",5,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",8,46,50,0.42185208743524,1.00691486781178,63782,63782,0,"Any[-41.96666666666667, -19.833333333333332, -4.833333333333333, -9.233333333333333, -30.833333333333332, -17.633333333333333, -34.9, -26.6]","Any[12.033333333333333, 7.366666666666666, 16.466666666666665, 25.6, 13.833333333333334, 16.0, 31.733333333333334, 37.8, 24.7, 15.833333333333334, 10.9, 9.966666666666667, 12.633333333333333, 16.3, 19.2, 11.533333333333333, 17.566666666666666, 7.5, 19.8, 12.433333333333334, 22.633333333333333, 13.866666666666667, 41.43333333333333, 8.666666666666666, 10.2, 16.966666666666665, 21.333333333333332, 7.733333333333333, 10.733333333333333, 14.133333333333333, 10.7, 14.6, 12.8, 16.966666666666665, 7.7, 14.5, 12.7, 26.233333333333334, 22.966666666666665, 26.233333333333334, 7.4, 14.133333333333333, 16.3, 7.733333333333333, 8.866666666666667, 20.066666666666666]",7,6,0,0,"0:1:50","[""cfa13_220725_174302.rhs"", ""cfa13_220725_174318.rhs"", ""cfa13_220725_174334.rhs"", ""cfa13_220725_174350.rhs"", ""cfa13_220725_174406.rhs""]","[1, 2, 3, 4, 5]","[""cfa13_220725_174302.rhs"", ""cfa13_220725_174318.rhs"", ""cfa13_220725_174334.rhs"", ""cfa13_220725_174350.rhs"", ""cfa13_220725_174406.rhs""]","[1, 2, 3, 4, 5]",38,1.67209785793572,0.954242509439325,3.98410878025833e-99,TRUE,"Control"
"13557","CFA13_1_[3 15 4]-6_tactile1","CFA13","CFA","F",1,"[3, 15, 4]","tactile1",6,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",3,31,50,0.239897937482095,0.666700679404459,63782,63782,0,"Any[-27.7, -13.666666666666666, -43.3]","Any[7.566666666666666, 10.033333333333333, 14.2, 21.566666666666666, 11.9, 13.033333333333333, 8.833333333333334, 12.0, 10.4, 11.1, 7.866666666666666, 7.9, 11.733333333333333, 7.8, 7.633333333333334, 8.033333333333333, 10.166666666666666, 7.966666666666667, 8.0, 11.033333333333333, 7.933333333333334, 7.866666666666666, 7.866666666666666, 10.4, 7.966666666666667, 7.766666666666667, 8.066666666666666, 7.733333333333333, 7.966666666666667, 19.733333333333334, 7.966666666666667]",7,15,0,0,"0:1:50","[""cfa13_220725_174302.rhs"", ""cfa13_220725_174318.rhs"", ""cfa13_220725_174334.rhs"", ""cfa13_220725_174350.rhs"", ""cfa13_220725_174406.rhs""]","[1, 2, 3, 4, 5]","[""cfa13_220725_174302.rhs"", ""cfa13_220725_174318.rhs"", ""cfa13_220725_174334.rhs"", ""cfa13_220725_174350.rhs"", ""cfa13_220725_174406.rhs""]","[1, 2, 3, 4, 5]",28,1.50514997831991,0.602059991327962,3.84522486467905e-97,TRUE,"Control"
"13559","CFA13_1_[3 15 4]-8_tactile1","CFA13","CFA","F",1,"[3, 15, 4]","tactile1",8,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",4,27,50,0.27404751561787,0.787918984750724,63782,63782,0,"Any[-7.633333333333334, -27.933333333333334, -45.3, -5.1]","Any[34.36666666666667, 9.133333333333333, 19.733333333333334, 21.533333333333335, 8.866666666666667, 10.833333333333334, 12.033333333333333, 17.9, 46.53333333333333, 15.8, 8.2, 17.0, 18.266666666666666, 8.266666666666667, 10.433333333333334, 14.866666666666667, 20.366666666666667, 19.833333333333332, 24.466666666666665, 8.9, 41.5, 16.066666666666666, 14.266666666666667, 13.5, 11.233333333333333, 16.066666666666666, 30.933333333333334]",8,4,0,0,"0:1:50","[""cfa13_220725_174302.rhs"", ""cfa13_220725_174318.rhs"", ""cfa13_220725_174334.rhs"", ""cfa13_220725_174350.rhs"", ""cfa13_220725_174406.rhs""]","[1, 2, 3, 4, 5]","[""cfa13_220725_174302.rhs"", ""cfa13_220725_174318.rhs"", ""cfa13_220725_174334.rhs"", ""cfa13_220725_174350.rhs"", ""cfa13_220725_174406.rhs""]","[1, 2, 3, 4, 5]",23,1.44715803134222,0.698970004336019,1.34028358552533e-86,TRUE,"Control"
"13561","CFA13_1_[3 15 4]-10_tactile1","CFA13","CFA","F",1,"[3, 15, 4]","tactile1",10,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",10,33,50,0.534522483824849,0.745325569185462,63782,63782,0,"Any[-32.93333333333333, -30.133333333333333, -21.466666666666665, -2.433333333333333, -32.86666666666667, -11.2, -4.966666666666667, -25.7, -24.266666666666666, -6.533333333333333]","Any[30.0, 21.233333333333334, 8.733333333333333, 11.966666666666667, 7.366666666666666, 23.733333333333334, 11.833333333333334, 7.666666666666667, 14.6, 14.333333333333334, 8.7, 11.1, 16.566666666666666, 15.366666666666667, 16.566666666666666, 15.766666666666667, 20.1, 7.466666666666667, 44.666666666666664, 16.933333333333334, 26.833333333333332, 47.06666666666667, 43.8, 7.366666666666666, 35.333333333333336, 20.333333333333332, 36.333333333333336, 12.633333333333333, 19.3, 22.833333333333332, 9.333333333333334, 36.03333333333333, 7.3]",7,5,0,0,"0:1:50","[""cfa13_220725_174302.rhs"", ""cfa13_220725_174318.rhs"", ""cfa13_220725_174334.rhs"", ""cfa13_220725_174350.rhs"", ""cfa13_220725_174406.rhs""]","[1, 2, 3, 4, 5]","[""cfa13_220725_174302.rhs"", ""cfa13_220725_174318.rhs"", ""cfa13_220725_174334.rhs"", ""cfa13_220725_174350.rhs"", ""cfa13_220725_174406.rhs""]","[1, 2, 3, 4, 5]",23,1.53147891704226,1.04139268515823,4.25732044668831e-115,TRUE,"Control"
"13564","CFA13_1_[3 15 4]-13_tactile1","CFA13","CFA","F",1,"[3, 15, 4]","tactile1",13,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",2,29,50,0.197948663722157,0.702473763036814,63782,63782,0,"Any[-27.766666666666666, -16.433333333333334]","Any[18.866666666666667, 11.666666666666666, 25.066666666666666, 13.4, 11.166666666666666, 32.0, 19.266666666666666, 10.066666666666666, 17.933333333333334, 20.733333333333334, 12.4, 14.1, 15.8, 39.7, 12.1, 9.066666666666666, 22.1, 21.5, 21.6, 12.833333333333334, 15.4, 9.133333333333333, 10.866666666666667, 15.966666666666667, 15.966666666666667, 12.966666666666667, 25.333333333333332, 4.8, 26.333333333333332]",12,4,0,0,"0:1:50","[""cfa13_220725_174302.rhs"", ""cfa13_220725_174318.rhs"", ""cfa13_220725_174334.rhs"", ""cfa13_220725_174350.rhs"", ""cfa13_220725_174406.rhs""]","[1, 2, 3, 4, 5]","[""cfa13_220725_174302.rhs"", ""cfa13_220725_174318.rhs"", ""cfa13_220725_174334.rhs"", ""cfa13_220725_174350.rhs"", ""cfa13_220725_174406.rhs""]","[1, 2, 3, 4, 5]",27,1.47712125471966,0.477121254719662,4.01980701823538e-89,TRUE,"Control"
"13637","CFA14_1_[7 13 3]-2_tactile1","CFA14","CFA","F",1,"[7, 13, 3]","tactile1",2,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",0,51,50,0,0.14142135623731,53830,53830,0,"Any[]","Any[6.4, 6.4, 6.4, 6.433333333333334, 6.4, 6.4, 6.433333333333334, 6.4, 6.433333333333334, 6.433333333333334, 6.4, 6.4, 6.4, 6.433333333333334, 6.4, 6.4, 6.433333333333334, 6.433333333333334, 6.433333333333334, 6.4, 6.4, 6.433333333333334, 6.433333333333334, 6.433333333333334, 6.4, 6.4, 6.433333333333334, 6.4, 6.4, 6.433333333333334, 6.4, 6.433333333333334, 6.4, 6.433333333333334, 6.433333333333334, 6.433333333333334, 6.433333333333334, 6.433333333333334, 6.433333333333334, 6.433333333333334, 6.433333333333334, 14.4, 6.433333333333334, 6.433333333333334, 6.466666666666667, 6.433333333333334, 6.466666666666667, 6.433333333333334, 6.466666666666667, 6.466666666666667, 6.433333333333334]",6,50,0,0,"0:1:50","[""cfa14_220803_145710.rhs"", ""cfa14_220803_145726.rhs"", ""cfa14_220803_145742.rhs"", ""cfa14_220803_145758.rhs"", ""cfa14_220803_145814.rhs""]","[1, 2, 3, 4, 5]","[""cfa14_220803_145710.rhs"", ""cfa14_220803_145726.rhs"", ""cfa14_220803_145742.rhs"", ""cfa14_220803_145758.rhs"", ""cfa14_220803_145814.rhs""]","[1, 2, 3, 4, 5]",51,1.7160033436348,0,3.49850822202447e-127,TRUE,"Control"
"13638","CFA14_1_[7 13 3]-3_tactile1","CFA14","CFA","F",1,"[7, 13, 3]","tactile1",3,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",0,50,50,0,0.202030508910442,53830,53830,0,"Any[]","Any[6.7, 6.7, 6.7, 6.733333333333333, 6.733333333333333, 6.7, 6.7, 6.7, 6.733333333333333, 6.7, 6.7, 6.7, 6.7, 6.733333333333333, 6.7, 6.733333333333333, 6.733333333333333, 6.733333333333333, 6.733333333333333, 6.733333333333333, 6.733333333333333, 6.8, 6.7, 6.733333333333333, 6.733333333333333, 6.7, 6.7, 6.733333333333333, 6.733333333333333, 6.733333333333333, 6.733333333333333, 6.733333333333333, 6.733333333333333, 6.733333333333333, 6.7, 6.766666666666667, 6.733333333333333, 6.733333333333333, 6.733333333333333, 6.733333333333333, 6.733333333333333, 14.7, 6.8, 6.766666666666667, 6.733333333333333, 6.766666666666667, 6.733333333333333, 6.733333333333333, 6.766666666666667, 6.733333333333333]",6,49,0,0,"0:1:50","[""cfa14_220803_145710.rhs"", ""cfa14_220803_145726.rhs"", ""cfa14_220803_145742.rhs"", ""cfa14_220803_145758.rhs"", ""cfa14_220803_145814.rhs""]","[1, 2, 3, 4, 5]","[""cfa14_220803_145710.rhs"", ""cfa14_220803_145726.rhs"", ""cfa14_220803_145742.rhs"", ""cfa14_220803_145758.rhs"", ""cfa14_220803_145814.rhs""]","[1, 2, 3, 4, 5]",50,1.70757017609794,0,3.59251887103782e-119,TRUE,"Control"
"13639","CFA14_1_[7 13 3]-4_tactile1","CFA14","CFA","F",1,"[7, 13, 3]","tactile1",4,"shaker","shaker","M1",100,"0",-1,"control","true","[-50, 0]","[0, 50]",20,41,50,0.534522483824849,0.719693812446286,53830,53830,0,"Any[-8.9, -13.0, -49.6, -39.36666666666667, -48.266666666666666, -49.93333333333333, -20.566666666666666, -33.0, -11.466666666666667, -14.566666666666666, -27.266666666666666, -8.0, -24.266666666666666, -25.933333333333334, -5.833333333333333, -8.166666666666666, -20.566666666666666, -10.533333333333333, -43.4, -43.5]","Any[10.566666666666666, 13.8, 3.2333333333333334, 5.233333333333333, 39.86666666666667, 37.96666666666667, 47.53333333333333, 44.9, 10.6, 12.866666666666667, 28.133333333333333, 21.966666666666665, 23.433333333333334, 5.566666666666666, 25.566666666666666, 30.0, 24.966666666666665, 7.933333333333334, 18.333333333333332, 39.8, 42.5, 34.166666666666664, 44.03333333333333, 35.96666666666667, 9.533333333333333, 12.3, 28.566666666666666, 41.8, 38.666666666666664, 27.4, 4.533333333333333, 20.4, 3.1, 18.566666666666666, 24.666666666666668, 9.766666666666667, 16.566666666666666, 32.666666666666664, 18.033333333333335, 21.533333333333335, 10.2]",10,3,0,0,"0:1:50","[""cfa14_220803_145710.rhs"", ""cfa14_220803_145726.rhs"", ""cfa14_220803_145742.rhs"", ""cfa14_220803_145758.rhs"", ""cfa14_220803_145814.rhs""]","[1, 2, 3, 4, 5]","[""cfa14_220803_145710.rhs"", ""cfa14_220803_145726.rhs"", ""cfa14_220803_145742.rhs"", ""cfa14_220803_145758.rhs"", ""cfa14_220803_145814.rhs""]","[1, 2, 3, 4, 5]",21,1.6232492903979,1.32221929473392,4.13954197678516e-114,TRUE,"Control"
